,locus_tag,name,left,right,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right
1920,BSU_25750,nucB,2652387,2652797,-1,2652819,"E, F",2652801,2652819,2652775,2652793
1921,BSU_25760,sigK,2652993,2653463,1,2652954,"E, K",2652935,2652953,2652910,2652928
1922,BSU_25770,spoIVCA,2653371,2654873,-1,2654984,"E, F",2654964,2654982,2654939,2654957
1923,BSU_25780,arsC,2655322,2655741,-1,2657687,A,2657669,2657687,2657642,2657660
1925,BSU_25820,yqcI,2658006,2658770,-1,2658803,K,2658783,2658801,2658759,2658777
1926,BSU_25830,rapE,2659213,2660340,1,2659166,A,2659147,2659165,2659122,2659140
1927,BSU_25840,phrE,2660330,2660464,1,2660244,A,2660224,2660242,2660200,2660218
1928,BSU_25860,yqcG,2661102,2662697,1,2661062,A,2661042,2661060,2661019,2661037
1929,BSU_25880,yqxJ,2663551,2663913,-1,2664454,A,2664435,2664453,2664411,2664429
1931,new_2664732_2666054,S975,2664732,2666054,1,2664530,"E, F",2664512,2664530,2664487,2664505
1932,BSU_26020,yqbP,2672054,2672713,-1,2672596,?,2672577,2672595,2672551,2672569
1935,BSU_misc_RNA_81,ratA,2678343,2678565,-1,2678565,A,2678547,2678565,2678520,2678538
1936,new_2678724_2678943,BsrG,2678732,2679005,1,2678724,A,2678705,2678723,2678681,2678699
1937,BSU_misc_RNA_92,bsrH,2678876,2679014,-1,2679086,A,2679068,2679086,2679041,2679059
1938,BSU_26060,yqbM,2679142,2679585,-1,2680187,B,2680167,2680185,2680143,2680161
1939,BSU_26120,yqbG,2682486,2682881,-1,2683035,D,2683017,2683035,2682992,2683010
1940,BSU_26160,yqbC,2685162,2685815,-1,2685841,A,2685822,2685840,2685798,2685816
1941,BSU_26180,yqbA,2686770,2688302,-1,2688173,"W, X, Y",2688154,2688172,2688129,2688147
1942,BSU_26210,yqaR,2690381,2690845,-1,2690878,D,2690860,2690878,2690833,2690851
1943,BSU_26230,yqaP,2691642,2692571,1,2691590,A,2691571,2691589,2691545,2691563
1944,BSU_26250,yqaN,2692933,2693361,-1,2693656,K,2693637,2693655,2693611,2693629
1945,BSU_26350,sknR,2698893,2699243,1,2698855,A,2698837,2698855,2698812,2698830
1946,BSU_26370,yqaC,2700033,2700569,-1,2700625,H,2700607,2700625,2700581,2700599
1947,BSU_26380,yqaB,2700838,2701356,1,2700681,A,2700663,2700681,2700638,2700656
1948,BSU_26390,sigKC,2701338,2701754,1,2701362,?,2701344,2701362,2701317,2701335
1949,BSU_26400,yrkS,2701979,2702143,-1,2702099,A,2702080,2702098,2702055,2702073
1950,BSU_26410,yrkR,2702688,2703104,-1,2705205,A,2705185,2705203,2705162,2705180
1951,BSU_26440,yrkO,2705398,2706615,1,2705319,?,2705300,2705318,2705276,2705294
1953,BSU_26470,yrkL,2708175,2708699,-1,2708787,A,2708768,2708786,2708742,2708760
1954,BSU_26480,yrkK,2708943,2709419,-1,2709469,A,2709450,2709468,2709426,2709444
1955,BSU_26490,yrkJ,2710002,2710787,-1,2714353,A,2714335,2714353,2714308,2714326
1956,BSU_26500,yrkI,2710848,2711075,-1,2714632,A,2714613,2714631,2714588,2714606
1962,BSU_26559,yrzN,2714590,2714805,-1,2715523,K,2715505,2715523,2715478,2715496
1964,BSU_26580,bltR,2716035,2716856,-1,2716883,A,2716863,2716881,2716838,2716856
1965,BSU_26590,blt,2716973,2718175,1,2716904,A,2716885,2716903,2716859,2716877
1966,BSU_26610,yrkA,2718959,2720263,-1,2720343,A,2720323,2720341,2720298,2720316
1967,BSU_26630,yrdQ,2721778,2722644,1,2721735,A,2721715,2721733,2721691,2721709
1968,BSU_26640,czcO,2722767,2723804,-1,2724869,A,2724849,2724867,2724824,2724842
1969,BSU_26650,czcD,2723892,2724827,-1,2724954,A,2724936,2724954,2724911,2724929
1970,BSU_26670,gltR,2725837,2726727,1,2725791,A,2725772,2725790,2725747,2725765
1971,BSU_26730,yrdF,2730560,2730835,-1,2730853,A,2730835,2730853,2730809,2730827
1972,BSU_26749,yrdD/2,2732547,2732747,-1,2732725,"E, F",2732707,2732725,2732681,2732699
1973,BSU_26760,yrdC,2732980,2733543,-1,2733581,A,2733561,2733579,2733538,2733556
1974,BSU_26770,yrdB,2733772,2734143,-1,2734371,A,2734352,2734370,2734326,2734344
1975,BSU_26780,bstE,2734953,2735456,-1,2736637,A,2736617,2736635,2736594,2736612
1976,BSU_26800,yrpB,2736915,2737958,1,2736844,A,2736826,2736844,2736801,2736819
1977,BSU_26810,yrpC,2738308,2739105,1,2738257,A,2738237,2738255,2738212,2738230
1978,BSU_26820,yrpD,2739486,2740193,1,2739439,A,2739419,2739437,2739395,2739413
1980,new_2740743_2740894,S1009,2740743,2740894,1,2740743,K,2740724,2740742,2740700,2740718
1981,BSU_26830,zinT,2741357,2742112,-1,2742159,A,2742140,2742158,2742114,2742132
1982,BSU_26840,sigZ,2742244,2742774,-1,2742843,A,2742824,2742842,2742798,2742816
1983,BSU_26860,yraO,2744163,2745479,-1,2746503,A,2746485,2746503,2746459,2746477
1984,BSU_26870,yraN,2745594,2746463,-1,2746578,A,2746558,2746576,2746535,2746553
1985,BSU_26890,csn,2747984,2748817,-1,2748856,A,2748837,2748855,2748812,2748830
1986,BSU_26900,yraL,2749260,2749523,1,2749037,A,2749018,2749036,2748993,2749011
1987,BSU_26920,yraJ,2750883,2751239,-1,2751754,A,2751735,2751753,2751711,2751729
1988,BSU_26940,yraH,2752167,2752553,-1,2752611,A,2752593,2752611,2752567,2752585
1989,BSU_26950,yraG,2752802,2753047,1,2752780,"F, G",2752762,2752780,2752736,2752754
1991,BSU_27000,adhR,2755382,2755804,-1,2755846,A,2755827,2755845,2755801,2755819
1992,BSU_27009,yrzP,2755987,2756181,1,2755836,A,2755816,2755834,2755792,2755810
1994,BSU_27020,yraA,2757492,2758001,1,2756226,A,2756206,2756224,2756183,2756201
1995,BSU_27030,sacC,2758043,2760076,-1,2762862,L,2762842,2762860,2762819,2762837
1997,BSU_27080,levR,2763025,2765832,-1,2766054,A,2766034,2766052,2766011,2766029
1998,BSU_27090,aapA,2766558,2767946,1,2766510,A,2766492,2766510,2766467,2766485
1999,BSU_27100,yrhP,2768042,2768674,-1,2768739,A,2768719,2768737,2768695,2768713
2000,BSU_27110,yrhO,2768827,2769654,1,2768778,A,2768760,2768778,2768735,2768753
2001,BSU_27120,sigV,2769850,2770350,1,2769794,"W, X, Y",2769775,2769793,2769749,2769767
2003,BSU_misc_RNA_82,rnaC,2773780,2773886,1,2773764,D,2773745,2773763,2773719,2773737
2004,BSU_27170,fatR,2777070,2777654,-1,2778506,"W, X, Y",2778488,2778506,2778461,2778479
2006,new_2778574_2778790_c,S1024,2778574,2778790,-1,2778790,K,2778771,2778789,2778747,2778765
2007,new_2779165_2779384_c,S1027,2779165,2779384,-1,2779384,A,2779364,2779382,2779341,2779359
2008,new_2780331_2780484_c,S1029,2780331,2780484,-1,2780484,A,2780466,2780484,2780439,2780457
2009,BSU_27210,yrhF,2780525,2780893,-1,2780996,A,2780977,2780995,2780952,2780970
2010,BSU_27220,yrhE,2781209,2784151,1,2781001,A,2780983,2781001,2780956,2780974
2011,BSU_27240,yrhC,2784688,2784918,-1,2787583,K,2787563,2787581,2787538,2787556
2012,BSU_27250,mccB,2785001,2786140,-1,2788073,A,2788054,2788072,2788030,2788048
2013,BSU_27260,mccA,2786142,2787065,-1,2788546,A,2788528,2788546,2788503,2788521
2016,BSU_27290,yrzA,2788680,2788883,1,2788570,K,2788552,2788570,2788525,2788543
2017,BSU_27300,yrrS,2788920,2789621,-1,2789724,A,2789706,2789724,2789679,2789697
2018,BSU_27310,pbpI,2789686,2791440,-1,2790758,"W, X, Y",2790740,2790758,2790715,2790733
2019,BSU_27320,greA,2791494,2791967,-1,2792100,A,2792080,2792098,2792057,2792075
2020,BSU_27330,udk,2792218,2792853,-1,2792210,A,2792192,2792210,2792167,2792185
2021,BSU_27340,yrrO,2792860,2794128,-1,2795840,A,2795821,2795839,2795795,2795813
2022,BSU_27370,yrrL,2795887,2796969,-1,2797005,A,2796987,2797005,2796960,2796978
2023,BSU_27380,yrzB,2797100,2797381,-1,2797666,"E, F",2797646,2797664,2797621,2797639
2024,BSU_27390,yrrK,2797399,2797815,-1,2798150,A,2798132,2798150,2798106,2798124
2025,BSU_27400,reoM,2797823,2798089,-1,2800592,D,2800572,2800590,2800547,2800565
2026,new_2798008_2799197,S1038,2798008,2799197,1,2798008,K,2797988,2798006,2797963,2797981
2027,BSU_27410,alaS,2798174,2800810,-1,2801120,A,2801101,2801119,2801075,2801093
2028,BSU_27420,yrrI,2801141,2802202,-1,2802220,"F, G",2802202,2802220,2802175,2802193
2029,BSU_27430,glnQ,2802358,2803086,1,2802123,"E, F",2802103,2802121,2802078,2802096
2031,BSU_27468,yrzQ,2805348,2805479,-1,2805815,"F, G",2805795,2805813,2805771,2805789
2032,BSU_27469,yrzR,2805501,2805692,-1,2806195,"F, G",2806177,2806195,2806150,2806168
2034,BSU_27480,recD2,2806286,2808682,-1,2811277,A,2811259,2811277,2811232,2811250
2035,new_2806566_2806915,S1042,2806566,2806915,1,2806546,"F, G",2806526,2806544,2806502,2806520
2037,BSU_27500,trmU,2809413,2810528,-1,2812216,A,2812196,2812214,2812173,2812191
2040,BSU_27530,rarA,2812336,2813601,1,2812308,A,2812290,2812308,2812265,2812283
2041,BSU_27540,yrvM,2813643,2814407,-1,2814700,A,2814680,2814698,2814657,2814675
2043,BSU_27550,aspS,2814743,2816521,-1,2818174,A,2818154,2818172,2818129,2818147
2044,BSU_27570,yrzK,2818191,2818361,-1,2818409,"F, G",2818389,2818407,2818365,2818383
2045,BSU_27580,yrvJ,2818494,2820050,1,2818161,A,2818143,2818161,2818118,2818136
2046,BSU_27590,dtd,2820077,2820475,-1,2822769,A,2822751,2822769,2822726,2822744
2047,BSU_27600,relA,2820529,2822733,-1,2822806,B,2822787,2822805,2822762,2822780
2048,BSU_27610,apt,2822901,2823413,-1,2823891,K,2823872,2823890,2823846,2823864
2049,BSU_27620,recJ,2823419,2825779,-1,2825804,A,2825786,2825804,2825760,2825778
2050,BSU_27630,yrvD,2825846,2826169,-1,2826201,B,2826182,2826200,2826158,2826176
2051,BSU_27640,yrvC,2826245,2826742,-1,2826818,A,2826799,2826817,2826774,2826792
2052,BSU_27650,secDF,2826900,2829113,-1,2829527,A,2829508,2829526,2829482,2829500
2053,BSU_27660,comN,2829152,2829448,-1,2830447,H,2830428,2830446,2830403,2830421
2054,BSU_27670,spoVB,2829564,2831120,1,2829513,"E, F",2829493,2829511,2829470,2829488
2055,BSU_27680,yrbG,2831124,2831780,-1,2831811,"F, G",2831792,2831810,2831766,2831784
2057,BSU_27700,yrbF,2832424,2832690,-1,2832779,?,2832759,2832777,2832734,2832752
2058,BSU_27710,tgt,2832727,2833872,-1,2832823,A,2832804,2832822,2832780,2832798
2059,BSU_27720,queA,2833899,2834927,-1,2836805,A,2836787,2836805,2836761,2836779
2061,BSU_27750,bofC,2836909,2837421,-1,2837446,"F, G",2837428,2837446,2837403,2837421
2062,BSU_27760,csbX,2837469,2838776,-1,2838815,B,2838797,2838815,2838772,2838790
2063,BSU_27770,yrbE,2838847,2839872,-1,2839929,A,2839910,2839928,2839885,2839903
2064,BSU_27785,yrzF,2840110,2840757,1,2840027,A,2840008,2840026,2839984,2840002
2065,new_2840767_2840964_c,pipA,2840767,2840964,-1,2840973,?,2840955,2840973,2840930,2840948
2066,BSU_27800,yrzH,2841010,2841300,1,2841021,A,2841001,2841019,2840976,2840994
2067,BSU_27810,yrbD,2841611,2843065,1,2841518,"E, F",2841498,2841516,2841474,2841492
2068,BSU_27820,yrbC,2843106,2843828,-1,2843868,A,2843850,2843868,2843825,2843843
2069,BSU_27830,coxA,2843931,2844527,-1,2844572,"F, G",2844552,2844570,2844529,2844547
2070,BSU_27840,safA,2844675,2845838,-1,2845894,"E, F",2845874,2845892,2845850,2845868
2071,BSU_27850,nadA,2845955,2847061,-1,2846662,"E, F",2846642,2846660,2846618,2846636
2072,BSU_27860,nadC,2847048,2847917,-1,2849497,A,2849479,2849497,2849453,2849471
2073,BSU_27870,nadB,2847871,2849466,-1,2849588,K,2849569,2849587,2849545,2849563
2074,BSU_27880,nifS,2849569,2850756,1,2849532,A,2849514,2849532,2849488,2849506
2075,BSU_27890,nadR,2850716,2851258,1,2850485,A,2850467,2850485,2850440,2850458
2076,BSU_27910,thrR,2852157,2852600,-1,2854611,A,2854591,2854609,2854567,2854585
2078,BSU_27950,prp,2855177,2855515,-1,2855947,A,2855929,2855947,2855904,2855922
2079,BSU_27960,rplU,2855518,2855826,-1,2857656,"E, F",2857636,2857654,2857611,2857629
2081,BSU_28000,minC,2858584,2859264,-1,2861789,A,2861769,2861787,2861744,2861762
2082,BSU_28010,mreD,2859317,2859835,-1,2863002,"W, X, Y",2862984,2863002,2862957,2862975
2083,BSU_28020,mreC,2859832,2860704,-1,2863196,A,2863178,2863196,2863153,2863171
2086,BSU_28060,spoIIB,2863294,2864292,-1,2864347,A,2864327,2864345,2864303,2864321
2087,BSU_28070,comC,2864426,2865172,-1,2865200,A,2865181,2865199,2865157,2865175
2088,BSU_28080,folC,2865312,2866604,-1,2869618,A,2869599,2869617,2869575,2869593
2089,BSU_28090,valS,2866664,2869306,-1,2869739,?,2869719,2869737,2869696,2869714
2090,BSU_28099,yszA,2869754,2869945,1,2869716,K,2869696,2869714,2869671,2869689
2091,BSU_28100,ysxE,2869964,2870989,-1,2872790,"E, F",2872770,2872788,2872746,2872764
2092,BSU_28120,hemL,2872880,2874172,-1,2879203,A,2879183,2879201,2879159,2879177
2093,BSU_28130,hemB,2874202,2875176,-1,2879294,A,2879276,2879294,2879250,2879268
2094,BSU_28140,hemD,2875173,2875961,-1,2879712,B,2879692,2879710,2879669,2879687
2095,BSU_28150,hemC,2875951,2876895,-1,2879844,"F, G",2879825,2879843,2879801,2879819
2096,BSU_28180,ysxD,2879363,2879860,1,2879262,A,2879243,2879261,2879217,2879235
2097,BSU_28190,ysxC,2879882,2880469,-1,2882816,A,2882796,2882814,2882772,2882790
2098,BSU_28200,lonA,2880466,2882790,-1,2882888,A,2882869,2882887,2882845,2882863
2099,BSU_28210,lonB,2882971,2884629,-1,2884676,"E, F, G",2884657,2884675,2884632,2884650
2100,BSU_28220,clpX,2884781,2886043,-1,2886122,A,2886104,2886122,2886079,2886097
2101,BSU_28230,tig,2886315,2887589,-1,2887779,A,2887759,2887777,2887736,2887754
2102,BSU_28240,ddcA,2887817,2888821,-1,2888864,A,2888846,2888864,2888819,2888837
2103,BSU_28250,leuD,2888940,2889539,-1,2897454,A,2897436,2897454,2897411,2897429
2104,BSU_28260,leuC,2889552,2890970,-1,2897603,A,2897585,2897603,2897560,2897578
2107,new_2892550_2894991,S1070,2892550,2894991,1,2890878,?,2890859,2890877,2890833,2890851
2108,BSU_28320,ysnD,2897788,2898123,1,2897762,K,2897744,2897762,2897717,2897735
2109,BSU_28330,ysnE,2898292,2898747,1,2898227,A,2898207,2898225,2898183,2898201
2110,BSU_28340,ysnF,2898931,2899752,1,2898882,B,2898863,2898881,2898837,2898855
2111,BSU_tRNA_84,trnSL-Arg2,2899815,2899889,-1,2899929,A,2899911,2899929,2899884,2899902
2112,BSU_28360,ysnA,2900545,2901141,-1,2901989,A,2901970,2901988,2901945,2901963
2113,BSU_28380,gerM,2902002,2903102,-1,2903127,"E, F",2903109,2903127,2903082,2903100
2114,BSU_28390,racE,2903217,2904035,-1,2904535,A,2904517,2904535,2904490,2904508
2115,BSU_28410,gerE,2904727,2904951,-1,2905013,K,2904995,2905013,2904968,2904986
2116,BSU_28430,sdhB,2905571,2906332,-1,2908827,A,2908807,2908825,2908783,2908801
2117,BSU_28460,yslB,2909030,2909476,1,2909002,A,2908982,2909000,2908958,2908976
2118,BSU_28470,lysC,2909520,2910746,-1,2911077,A,2911057,2911075,2911033,2911051
2120,BSU_28490,uvrC,2911116,2912888,-1,2912929,A,2912909,2912927,2912884,2912902
2121,BSU_28500,trxA,2913024,2913338,-1,2913368,A,2913350,2913368,2913323,2913341
2123,BSU_28510,abf2,2913661,2915148,-1,2915247,A,2915228,2915246,2915202,2915220
2124,BSU_28520,etfA,2915365,2916342,-1,2918585,A,2918567,2918585,2918540,2918558
2125,BSU_28530,etfB,2916378,2917151,-1,2920365,A,2920347,2920365,2920320,2920338
2126,BSU_28580,mutSB,2920936,2923293,-1,2925940,A,2925920,2925938,2925897,2925915
2127,BSU_28590,polX,2923314,2925026,-1,2926719,A,2926700,2926718,2926676,2926694
2129,BSU_28620,rnhC,2926031,2926972,1,2925987,A,2925967,2925985,2925943,2925961
2130,BSU_28640,pheS,2929438,2930472,-1,2930790,A,2930772,2930790,2930746,2930764
2131,new_2930783_2931047,S1082,2930783,2931047,1,2930783,A,2930763,2930781,2930740,2930758
2132,BSU_28650,ysgA,2930827,2931573,-1,2931613,A,2931595,2931613,2931568,2931586
2133,BSU_28660,sspI,2931692,2931907,1,2931642,"F, G",2931623,2931641,2931597,2931615
2134,new_2931889_2933301_c,S1083,2931889,2933301,-1,2933301,K,2933281,2933299,2933257,2933275
2135,BSU_28670,ysfB,2931976,2933082,1,2931949,A,2931930,2931948,2931906,2931924
2136,BSU_28680,glcD,2933185,2934597,1,2933141,A,2933121,2933139,2933098,2933116
2138,BSU_28710,cstA,2936382,2938178,-1,2938213,A,2938194,2938212,2938170,2938188
2139,BSU_28720,abfA,2938330,2939832,-1,2939847,?,2939828,2939846,2939804,2939822
2140,BSU_28730,araQ,2939851,2940696,-1,2948972,A,2948954,2948972,2948927,2948945
2142,BSU_28810,abnA,2949053,2950024,-1,2950139,A,2950120,2950138,2950095,2950113
2143,BSU_28820,ysdC,2950221,2951306,-1,2951355,A,2951335,2951353,2951311,2951329
2144,BSU_28830,ysdB,2951490,2951882,1,2951458,"W, X, Y",2951440,2951458,2951414,2951432
2145,BSU_28840,ysdA,2951898,2952167,-1,2953550,A,2953530,2953548,2953507,2953525
2146,BSU_28850,rplT,2952224,2952583,-1,2953623,A,2953604,2953622,2953578,2953596
2149,BSU_28890,yscB,2953795,2954460,1,2953763,D,2953744,2953762,2953718,2953736
2150,BSU_28910,pftA,2955209,2955649,-1,2955690,A,2955672,2955690,2955645,2955663
2151,BSU_28930,lytS,2956486,2958267,-1,2958368,A,2958350,2958368,2958324,2958342
2152,BSU_28940,serB,2958434,2959216,1,2958376,A,2958358,2958376,2958333,2958351
2153,BSU_28950,thrS,2959257,2961188,-1,2961235,?,2961216,2961234,2961190,2961208
2154,BSU_misc_RNA_48,tboT,2961232,2961479,-1,2961494,A,2961476,2961494,2961449,2961467
2155,BSU_28960,ytxC,2961586,2962431,-1,2962454,"E, F",2962435,2962453,2962410,2962428
2156,BSU_28970,ytxB,2962510,2963151,-1,2965603,A,2965584,2965602,2965558,2965576
2159,BSU_29000,nrdR,2965681,2966139,-1,2966287,A,2966269,2966287,2966244,2966262
2160,BSU_29010,speD,2966413,2966793,-1,2966932,A,2966912,2966930,2966889,2966907
2161,BSU_29020,gapB,2967032,2968054,-1,2967033,"F, G",2967013,2967031,2966988,2967006
2162,BSU_29030,ytcD,2968260,2968640,-1,2968771,A,2968752,2968770,2968727,2968745
2163,BSU_29040,ytbD,2968824,2970014,1,2968717,A,2968699,2968717,2968674,2968692
2164,BSU_29050,ytbE,2970038,2970880,1,2970675,"E, F",2970656,2970674,2970632,2970650
2165,BSU_29070,ytaF,2971531,2972163,-1,2975888,A,2975870,2975888,2975844,2975862
2166,BSU_29100,phoR,2976068,2977807,-1,2978545,B,2978527,2978545,2978502,2978520
2167,BSU_29110,phoP,2977800,2978522,-1,2978560,E,2978540,2978558,2978515,2978533
2168,BSU_29120,mdh,2978734,2979672,-1,2980784,A,2980765,2980783,2980739,2980757
2169,BSU_29130,icd,2979716,2980987,-1,2981069,A,2981049,2981067,2981025,2981043
2170,BSU_29140,citZ,2981151,2982269,-1,2982463,A,2982445,2982463,2982419,2982437
2171,BSU_29150,ytwI,2982603,2983067,-1,2983094,K,2983076,2983094,2983049,2983067
2172,BSU_29160,ytvI,2983164,2984279,1,2982119,?,2982100,2982118,2982074,2982092
2173,BSU_29170,ytzA,2984312,2984695,-1,2987649,A,2987630,2987648,2987606,2987624
2175,BSU_29210,accD,2988693,2989565,-1,2989649,A,2989629,2989647,2989606,2989624
2176,new_2989552_2990726,S1105,2989552,2990726,1,2989552,"E, F",2989534,2989552,2989507,2989525
2177,BSU_29220,ytsJ,2989900,2991132,-1,2991249,A,2991231,2991249,2991205,2991223
2178,BSU_29230,dnaE,2991269,2994616,-1,2992509,A,2992489,2992507,2992464,2992482
2179,BSU_29239,ytrH,2994756,2995097,1,2994737,"E, F",2994718,2994736,2994692,2994710
2180,BSU_29249,ytzJ,2995699,2995890,1,2995648,A,2995630,2995648,2995605,2995623
2181,BSU_29250,nrnA,2995908,2996849,-1,2996884,A,2996865,2996883,2996841,2996859
2182,BSU_29260,ytpI,2996980,2997282,1,2996284,K,2996266,2996284,2996239,2996257
2183,BSU_29270,ytoI,2997301,2998620,-1,2998667,A,2998647,2998665,2998623,2998641
2184,BSU_29280,ytnM,2998796,2999698,-1,3008841,A,3008821,3008839,3008796,3008814
2185,BSU_29290,sndA,2999717,3000967,-1,3008842,A,3008824,3008842,3008799,3008817
2186,BSU_29400,ascR,3008938,3009864,1,3008857,A,3008838,3008856,3008814,3008832
2187,BSU_29420,ytkK,3010661,3011428,-1,3011495,A,3011477,3011495,3011450,3011468
2188,BSU_29440,argH,3011751,3013136,-1,3014421,A,3014402,3014420,3014378,3014396
2189,BSU_29460,moaB,3014514,3015026,-1,3015060,A,3015040,3015058,3015015,3015033
2190,BSU_29470,ackA,3015111,3016298,-1,3016390,A,3016370,3016388,3016347,3016365
2192,BSU_29490,tpx,3017696,3018199,-1,3018238,A,3018220,3018238,3018194,3018212
2193,BSU_29500,gerW,3018309,3018764,-1,3018870,"F, G",3018850,3018868,3018826,3018844
2194,BSU_29510,ytfI,3018778,3019458,-1,3019474,"E, F",3019455,3019473,3019431,3019449
2195,BSU_29520,sppI,3019533,3020027,-1,3021074,"W, X, Y",3021054,3021072,3021030,3021048
2196,BSU_29530,sppA,3020040,3021047,-1,3021169,A,3021149,3021167,3021125,3021143
2197,BSU_29540,ytdI,3021233,3022036,1,3021157,A,3021138,3021156,3021112,3021130
2198,BSU_29560,ytcI,3023677,3025266,-1,3025317,A,3025299,3025317,3025272,3025290
2199,BSU_29570,sspA,3025445,3025654,-1,3025671,"F, G",3025653,3025671,3025628,3025646
2200,BSU_29580,thiI,3025748,3026953,-1,3029246,A,3029228,3029246,3029201,3029219
2201,BSU_29600,braB,3028297,3029634,1,3028207,A,3028189,3028207,3028162,3028180
2202,BSU_29610,ezrA,3029729,3031417,-1,3031488,A,3031469,3031487,3031444,3031462
2203,BSU_29620,hisJ,3031614,3032420,1,3031523,A,3031504,3031522,3031480,3031498
2204,BSU_29630,refZ,3032417,3033040,-1,3033074,H,3033054,3033072,3033030,3033048
2206,BSU_29650,dgcP,3033696,3035435,-1,3035473,A,3035455,3035473,3035430,3035448
2207,BSU_29660,rpsD,3035730,3036332,1,3034933,D,3034914,3034932,3034889,3034907
2208,new_3036310_3036529_c,SR7P,3036310,3036529,-1,3036537,B,3036519,3036537,3036493,3036511
2209,BSU_29670,tyrS,3036603,3037871,-1,3038168,A,3038149,3038167,3038124,3038142
2210,BSU_29679,ytzK,3038060,3038203,-1,3039961,A,3039943,3039961,3039918,3039936
2212,BSU_29690,acuA,3040092,3040724,1,3039973,A,3039955,3039973,3039928,3039946
2213,BSU_29700,acuB,3040751,3041395,1,3040051,A,3040031,3040049,3040007,3040025
2214,BSU_29710,acuC,3041392,3042555,1,3040325,K,3040307,3040325,3040281,3040299
2215,BSU_29720,motS,3042566,3043294,-1,3045219,A,3045201,3045219,3045175,3045193
